run_no	trial_no	stim_file	category	subcategory	response	correctness
6	13	0017_MATH_GCD.java	Math	GreatestCommonDivider	Math	correct
6	14	0057_STRING_SSC.java	String	FindingAWord	String	correct
6	15	0039_SORT_BST.java	Sort	BubbleSort	Sort	correct
6	16	0014_MATH_GCD.java	Math	GreatestCommonDivider	Math	correct
6	17	0009_MATH_PWR.java	Math	Power	Math	correct
6	18	0028_SEARCH_LSC.java	Search	LinerSearch	Search	correct
6	19	0061_STRING_STS.java	String	FindingMinimumString	String	correct
6	20	0071_STRING_RLE.java	String	RunLength	String	correct
6	21	0041_SORT_BST.java	Sort	BubbleSort	Sort	correct
6	22	0054_SORT_SST.java	Sort	SelectionSort	Sort	correct
6	23	0036_SEARCH_LSC.java	Search	LinerSearch	Search	correct
6	24	0066_STRING_STS.java	String	FindingMinimumString	String	correct
6	25	0045_SORT_IST.java	Sort	InsertionSort	String	incorrect
6	26	0027_SEARCH_LSC.java	Search	LinerSearch	Search	correct
6	27	0065_STRING_STS.java	String	FindingMinimumString	String	correct
6	28	0022_SEARCH_BSC.java	Search	BinarySearch	Search	correct
6	29	0007_MATH_PWR.java	Math	Power	Math	correct
6	30	0026_SEARCH_LSC.java	Search	LinerSearch	Search	correct
6	31	0032_SEARCH_LSC.java	Search	LinerSearch	Search	correct
6	32	0059_STRING_SSC.java	String	FindingAWord	String	correct
6	33	0049_SORT_SST.java	Sort	SelectionSort	Sort	correct
6	34	0031_SEARCH_LSC.java	Search	LinerSearch	Search	correct
6	35	0047_SORT_IST.java	Sort	InsertionSort	Sort	correct
6	36	0021_SEARCH_BSC.java	Search	BinarySearch	Search	correct
